Date,Name,Country,BusinessType,BusinessSubType,BreachType,DataType,DataType2,InsideOutside,ThirdParty,ThirdPartyName,TotalAffected,RefPage,UID,XREF1,StockSymbol,DataRecovered,ConsumerLawsuit,ArrestProsecution
6132006,State of Minnesota,US,Gov,State,Stolen Laptop,SSN,,Outside,No,,,httpattritionorgdataloss200606mn01html,DL0240,,No,Unknown,Unknown,Unknown
6132006,Hanford Nuclear Reservation,US,Gov,Fed,Fraud  SE,SSN,,Inside  Malicious,No,,4000,httpattritionorgdataloss200606hanford01html,DL0241,,No,Unknown,Unknown,Unknown
6132006,Oregon Department of Revenue,US,Gov,State,Hack,SSN,NAA,Inside  Accidental,No,,2200,httpattritionorgdataloss200606oregon01html,DL0242,,No,Unknown,Unknown,Unknown
6142006,American International Group,US,Biz,Fin,Stolen Computer,SSN,NAA,Outside,No,,969000,httpattritionorgdataloss200606aig01html,DL0243,,AIG,No,No,No
6162006,Union Pacific,US,Biz,Ind,Stolen Computer,SSN,NAA,Outside,No,,30000,httpattritionorgdataloss200606up01html,DL0244,,UNP,Unknown,Unknown,Unknown
6162006,New York State Comptrollers Office,US,Gov,State,Lost Tape,SSN,NAA,Outside,No,,1300,httpattritionorgdataloss200606nyco01html,DL0245,,No,Unknown,Unknown,Unknown
6172006,Western Illinois University,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,240000,httpattritionorgdataloss200606wiu01html,DL0246,,No,Unknown,Unknown,Unknown
6172006,Automatic Data Processing,US,Biz,Data,Email,SSN,NAA,Inside  Accidental,No,,80,httpattritionorgdataloss200606adpi01html,DL0247,,ADP,Unknown,Unknown,Unknown
6182006,ING US Financial Services,US,Biz,Fin,Stolen Laptop,SSN,,Outside,No,,13000,httpattritionorgdataloss200606ing01html,DL0248,,ING,Unknown,Unknown,Unknown
6202006,Equifax Inc,US,Biz,Fin,Stolen Laptop,SSN,NAA,Outside,No,,2500,httpattritionorgdataloss200606equifax02html,DL0249,,EFX,Unknown,Unknown,Unknown
6202006,University of Alabama Birmingham,US,Edu,Uni,Stolen Computer,SSN,MED,Outside,No,,9800,httpattritionorgdataloss200606uab01html,DL0250,,No,Unknown,Unknown,Unknown
6202006,New Jersey Department of Labor and Workforce Development,US,Gov,State,Snail Mail,SSN,NAA,Inside  Accidental,No,,498,httpattritionorgdataloss200606njlabor01html,DL0488,,No,No,No,No
6212006,Cumberland County Emergency Medical Services,US,Med,Hos,Stolen Laptop,SSN,NAA,Outside,No,,24000,httpattritionorgdataloss200606ccems01html,DL0251,,No,Unknown,Unknown,Unknown
6222006,United States Department of Agriculture,US,Gov,Fed,Hack,SSN,NAA,Outside,No,,26000,httpattritionorgdataloss200606usda01html,DL0252,,No,Unknown,Unknown,Unknown
6222006,Federal Trade Commission,US,Gov,Fed,Stolen Laptop,SSN,ACC,Outside,No,,110,httpattritionorgdataloss200606ftc01html,DL0253,,No,Unknown,Unknown,Unknown
6222006,University of Kentucky,US,Edu,Uni,Stolen Media,SSN,,Outside,No,,6500,httpattritionorgdataloss200606uk02html,DL0487,,No,No,No,No
6232006,San Francisco State University,US,Edu,Uni,Stolen Laptop,SSN,NAA,Outside,No,,3000,httpattritionorgdataloss200606sfsu01html,DL0254,,No,Unknown,Unknown,Unknown
6232006,United States Navy,US,Gov,Fed,Web,SSN,NAA,Inside  Accidental,No,,28000,httpattritionorgdataloss200606usnavy01html,DL0255,,No,Unknown,Unknown,Unknown
6242006,Catawba County Schools,US,Edu,HS,Web,SSN,,Inside  Accidental,No,,619,httpattritionorgdataloss200606catawba01html,DL0256,,No,Unknown,Unknown,Unknown
6242006,Social Security Administration,US,Gov,Fed,Stolen Laptop,SSN,NAA,Outside,No,,228,httpattritionorgdataloss200606ssa01html,DL0521,,No,No,No,No
6262006,Australian High Tech Crime Centre,AU,Gov,Fed,Lost Media,ACC,NAA,Outside,No,,3500,httpattritionorgdataloss200606ahtcc01html,DL0257,,No,Unknown,Unknown,Unknown
6262006,King County Elections,US,Gov,County,Web,SSN,,Inside  Accidental,No,,,httpattritionorgdataloss200606kingco01html,DL0258,,No,Unknown,Unknown,Unknown
6272006,HSBC,GB,Biz,Fin,Fraud  SE,ACC,,Inside  Malicious,No,,20,httpattritionorgdataloss200606hsbc01html,DL0259,,HBC,Unknown,Unknown,Unknown
6272006,Government Accountability Office,US,Gov,Fed,Web,SSN,NAA,Inside  Accidental,No,,1000,httpattritionorgdataloss200606gao01html,DL0260,,No,Unknown,Unknown,Unknown
6272006,AAAAA RentASpace,US,Biz,Retail,Hack,SSN,CCN,Outside,No,,13000,httpattritionorgdataloss200606aaaaa01html,DL0261,,No,Unknown,Unknown,Unknown
6282006,Minnesota Department of Revenue,US,Gov,State,Lost Media,FIN,,Outside,No,,2400,httpattritionorgdataloss200606mdr01html,DL0262,,No,Unknown,Unknown,Unknown
6292006,Allstate,US,Biz,Fin,Stolen Computer,SSN,FIN,Outside,No,,27000,httpattritionorgdataloss200606allstate01html,DL0263,,ALL,Unknown,Unknown,Unknown
6292006,Nebraska Treasurers Office,US,Gov,State,Hack,SSN,NAA,Outside,No,,300000,httpattritionorgdataloss200606nto01html,DL0264,,No,Unknown,Unknown,Unknown
6292006,NatInstitutes of Health Federal Credit Union,US,Gov,Fed,,,,Outside,No,,41000,httpattritionorgdataloss200606nihfcu01html,DL0265,,No,Unknown,Unknown,Unknown
6302006,US Department of Veterans Affairs,US,Gov,Fed,Lost Tape,SSN,,Outside,No,,16000,httpattritionorgdataloss200606dva04html,DL0266,,No,Unknown,Unknown,Unknown
6302006,Washington Regional Medical Center,US,Med,Hos,Stolen Laptop,,,Outside,No,,5000,httpattritionorgdataloss200606wrmc01html,DL0465,,No,No,No,No
712006,American Red Cross,US,Biz,Org,Stolen Laptop,SSN,MED,Outside,No,,,httpattritionorgdataloss200607arc02html,DL0267,,No,Unknown,Unknown,Unknown
752006,Bisys Group Inc,US,Biz,Fin,Lost Tapes,SSN,FIN,Outside,No,,61000,httpattritionorgdataloss200607bisys01html,DL0268,,BSG,Unknown,Unknown,Unknown
762006,Automatic Data Processing,US,Biz,Data,Fraud  SE,FIN,NAA,Outside,No,,,httpattritionorgdataloss200607adp02html,DL0269,,ADP,Unknown,Unknown,Unknown
762006,University of Tennessee,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,36000,httpattritionorgdataloss200607ut01html,DL0270,,No,Unknown,Unknown,Unknown
772006,Hattiesburg City Hall,US,Gov,City,Stolen Disk Drive,SSN,NAA,Outside,No,,,httpattritionorgdataloss200607hatties01html,DL0271,,No,No,No,No
772006,National Association of Securities Dealers,US,Biz,Fin,Stolen Laptop,SSN,NAA,Outside,No,,73,httpattritionorgdataloss200607nasd01html,DL0272,,No,Unknown,Unknown,Unknown
772006,United States Navy,US,Gov,Fed,Web,SSN,,Outside,No,,100000,httpattritionorgdataloss200607usnavy02html,DL0273,,No,Unknown,Unknown,Unknown
772006,Montana Public Health and Human Services,US,Gov,State,Stolen Computer,,,Outside,No,,,httpattritionorgdataloss200607montana01html,DL0274,,No,Unknown,Unknown,Unknown
7132006,Moraine Park Technical College,US,Edu,Uni,Lost Media,SSN,NAA,Outside,No,,1500,httpattritionorgdataloss200607mptc01html,DL0275,,No,Unknown,Unknown,Unknown
7142006,University of Iowa,US,Edu,Uni,Stolen Laptop,SSN,,Outside,No,,280,httpattritionorgdataloss200607iowau01html,DL0276,,No,Unknown,Unknown,Unknown
7142006,Hampton Circuit Court,US,Gov,County,Web,SSN,NAA,Outside,No,,,httpattritionorgdataloss200607hampton01html,DL0277,,No,Unknown,Unknown,Unknown
7142006,Northwestern University,US,Edu,Uni,Hack,SSN,,Outside,No,,17000,httpattritionorgdataloss200607northwestern01html,DL0278,,No,Unknown,Unknown,Unknown
7162006,Mississippi Secretary of State,US,Gov,State,Web,SSN,,Outside,No,,,httpattritionorgdataloss200607miss01html,DL0279,,No,Unknown,Unknown,Unknown
7182006,United States Department of Agriculture,US,Gov,Fed,Stolen Laptop,SSN,NAA,Outside,No,,350,httpattritionorgdataloss200607usda01html,DL0280,,No,Unknown,Unknown,Unknown
7182006,Nelnet Inc,US,Biz,Data,Lost Tape,,,Outside,Yes,UPS,188000,httpattritionorgdataloss200607nelnet01html,DL0281,,NNI,Unknown,Unknown,Unknown
7202006,Oasis,GB,Biz,Retail,Disposal  Documents,CCN,NAA,Outside,No,,,httpattritionorgdataloss200607oasis01html,DL0282,,No,Unknown,Unknown,Unknown
7212006,Special Funds Conservation Committee,US,Gov,State,Stolen Computer,SSN,NAA,Outside,Yes,CS Stars,540000,httpattritionorgdataloss200607csstars01html,DL0283,,No,Yes,No,No
7212006,BCTGM Local 192 Union,US,Biz,City,Fraud  SE,SSN,,Inside  Accidental,No,,140,,DL0389,CW0006,No,Unknown,Unknown,Unknown
7242006,New York Department of Homeless Services,US,Gov,State,Email,SSN,NAA,Inside  Accidental,No,,8400,httpattritionorgdataloss200607nycdhs01html,DL0284,,No,Unknown,Unknown,Unknown
7242006,Wolters Kluwer,US,Biz,Fin,Stolen Laptop,SSN,NAA,Outside,No,,8500,httpattritionorgdataloss200607kluwer01html,DL0668,,WLSNCAS,Unknown,Unknown,Unknown
7252006,Georgetown University Hospital,US,Edu,Med,,SSN,NAA,Inside  Accidental,Yes,InstantDX,23000,httpattritionorgdataloss200607guh01html,DL0285,,No,Unknown,Unknown,Unknown
7252006,Armstrong World Industries,US,Biz,Ind,Stolen Laptop,SSN,NAA,Outside,Yes,Deloitte  Touche,12000,httpattritionorgdataloss200607armstrong01html,DL0286,,AWI,Unknown,Unknown,Unknown
7252006,Old Mutual Capital Inc,US,Biz,Fin,Stolen Laptop,SSN,NAA,Outside,No,,6500,httpattritionorgdataloss200607omc01html,DL0287,,ODMTFPK,Unknown,Unknown,Unknown
7252006,Cablevision,US,Biz,Tech,Lost Tape,SSN,FIN,Outside,Yes,,13700,httpattritionorgdataloss200607cablevision01html,DL0288,,CVC,Unknown,Unknown,Unknown
7262006,MD Management,CA,Biz,Med,Stolen Laptop,FIN,,Outside,No,,8000,httpattritionorgdataloss200607mdmgt01html,DL0289,,No,Unknown,Unknown,Unknown
7262006,United States Navy,US,Gov,Fed,Stolen Laptop,SSN,,Outside,No,,31000,httpattritionorgdataloss200607navy02html,DL0290,,No,Unknown,Unknown,Unknown
7272006,Kaiser Permanente,US,Med,NFP,Stolen Laptop,,,Outside,No,,160000,httpattritionorgdataloss200607kaiser01html,DL0291,,No,Unknown,Unknown,Unknown
7272006,Los Angeles County Dept Community Senior Services,US,Gov,County,Stolen Laptop,,,Outside,No,,,httpattritionorgdataloss200607lacounty01html,DL0292,,No,Unknown,Unknown,Unknown
7272006,Los Angeles County Community Development Commission,US,Gov,County,Hack,,,Outside,No,,4800,httpattritionorgdataloss200607lacounty01html,DL0293,,No,Unknown,Unknown,Unknown
7272006,Los Angeles Count Adult Protective Services,US,Gov,County,Stolen Laptop,,,Outside,No,,,httpattritionorgdataloss200607lacounty01html,DL0294,,No,Unknown,Unknown,Unknown
7282006,Lancaster General Hospital,US,Med,Hos,Stolen Computer,SSN,NAA,Outside,No,,,httpattritionorgdataloss200607lgh01html,DL0295,,No,Unknown,Unknown,Unknown
7292006,Sentry Insurance,US,Biz,Fin,Fraud  SE,SSN,NAA,Inside  Malicious,No,,112198,httpattritionorgdataloss200607sentry01html,DL0296,,No,Unknown,Unknown,Yes
812006,Cal Poly,US,Edu,Uni,Stolen Laptop,SSN,NAA,Outside,No,,3020,httpattritionorgdataloss200608calpoly01html,DL0297,,No,Unknown,Unknown,Unknown
812006,US Bank,US,Biz,Fin,Stolen Documents,SSN,NAA,Outside,No,,,httpattritionorgdataloss200608usbank01html,DL0298,,USB,Unknown,Unknown,Unknown
812006,Dollar Tree,US,Biz,Retail,Fraud  SE,FIN,,Outside,No,,150,httpattritionorgdataloss200608dollartree01html,DL0299,,DLTR,Unknown,Unknown,Yes
812006,Wichita State University,US,Edu,Uni,Hack,CCN,,Outside,No,,2040,httpattritionorgdataloss200608wsu01html,DL0300,,No,Unknown,Unknown,Unknown
822006,West Virginia Div of Rehabilitiation Services,US,Gov,State,Stolen Laptop,SSN,NAA,Outside,No,,,httpattritionorgdataloss200608wvdrs01html,DL0301,,No,Unknown,Unknown,Unknown
822006,Belhaven College,US,Edu,Uni,Stolen Laptop,SSN,NAA,Outside,No,,300,httpattritionorgdataloss200608belhaven01html,DL0302,,No,Unknown,Unknown,Unknown
822006,Vassar Brothers Medical Center,US,Med,Hos,Stolen Laptop,SSN,DOB,Outside,No,,257800,httpattritionorgdataloss200608vbmc01html,DL0303,,No,Unknown,Unknown,Unknown
842006,Toyota,US,Biz,Ind,Stolen Laptop,SSN,NAA,Outside,No,,1500,httpattritionorgdataloss200608toyota01html,DL0304,,TM,Unknown,Unknown,Unknown
842006,Matrix Bancorp Inc,US,Biz,Fin,Stolen Laptop,,,Outside,No,,,httpattritionorgdataloss200608matrix01html,DL0305,,UWBK,Unknown,Unknown,Unknown
842006,PSA HealthCare,US,Med,Hos,Stolen Laptop,SSN,NAA,Outside,No,,51000,httpattritionorgdataloss200608psa01html,DL0306,,PSAI,Unknown,Unknown,Unknown
882006,US Department of Veterans Affairs,US,Gov,Fed,Stolen Computer,SSN,NAA,Outside,Yes,Unisys,38000,httpattritionorgdataloss200608unisys01html,DL0307,,No,Unknown,Unknown,Unknown
882006,Virginia Bureau of Insurance,US,Gov,State,Web,SSN,,Inside  Accidental,No,,202000,httpattritionorgdataloss200608vbi01html,DL0308,,No,Unknown,Unknown,Unknown
882006,Linens n Things,US,Biz,Retail,Disposal  Documents,CCN,NAA,Inside  Accidental,No,,90,httpattritionorgdataloss200608lnt01html,DL0309,,No,Unknown,Unknown,Unknown
892006,US Department of Transportation,US,Gov,Fed,Stolen Laptop,SSN,NAA,Outside,No,,133000,httpattritionorgdataloss200608usdot01html,DL0310,,No,Yes,No,Yes
8112006,Madrona Medical Group,US,Med,Hos,Fraud  SE,SSN,NAA,Inside  Malicious,No,,6000,httpattritionorgdataloss200608madrona01html,DL0311,,No,Unknown,Unknown,Unknown
8152006,University of Kentucky,US,Edu,Uni,Web,SSN,,Inside  Accidental,No,,630,httpattritionorgdataloss200608uk01html,DL0312,,No,Unknown,Unknown,Unknown
8152006,University of Kentucky Department of Geography,US,Edu,Uni,Web,SSN,,Inside  Accidental,No,,80,httpattritionorgdataloss200608uk01html,DL0313,,No,Unknown,Unknown,Unknown
8162006,Chevron,US,Biz,Ind,Stolen Laptop,SSN,,Outside,Yes,,,httpattritionorgdataloss200608chevron01html,DL0314,,CVX,Unknown,Unknown,Unknown
8172006,WilliamsSonoma,US,Biz,Retail,Stolen Laptop,SSN,FIN,Outside,Yes,Deloitte  Touche,1200,httpattritionorgdataloss200608ws01html,DL0315,,WSM,Unknown,Unknown,Unknown
8172006,HCA Inc,US,Med,Ins,Stolen Computer,SSN,NAA,Outside,No,,7000,httpattritionorgdataloss200608hca01html,DL0316,,No,Unknown,Unknown,Unknown
8182006,California Department of Mental Health,US,Gov,Med,Lost Tape,SSN,NAA,Outside,No,,9468,httpattritionorgdataloss200608cdmh01html,DL0317,,No,Unknown,Unknown,Unknown
8222006,Aflac,US,Biz,Fin,Stolen Laptop,SSN,NAA,Outside,No,,612,httpattritionorgdataloss200608aflac01html,DL0318,,AFL,Unknown,Unknown,Unknown
8222006,Beaverton School District,US,Edu,HS,Disposal  Documents,SSN,NAA,Inside  Accidental,No,,1600,httpattritionorgdataloss200608bsd01html,DL0319,,No,Unknown,Unknown,Unknown
8222006,Troy Beaumont Hospital,US,Med,Hos,Stolen Laptop,SSN,MED,Outside,No,,28473,httpattritionorgdataloss200608tbh01html,DL0320,,No,Unknown,Unknown,Unknown
8232006,United States Department of Education,US,Gov,Fed,Web,SSN,NAA,Inside  Accidental,Yes,Affiliated Computer Services,21000,httpattritionorgdataloss200608usde01html,DL0321,,No,Unknown,Unknown,Unknown
8252006,Federal Motor Carrier Safety Administration,US,Gov,Fed,Stolen Laptop,NAA,DOB,Outside,No,,193,httpattritionorgdataloss200608fmcsa01html,DL0322,,No,Unknown,Unknown,Unknown
8252006,Dominion Resources,US,Biz,Ind,Stolen Laptop,SSN,NAA,Outside,No,,1700,httpattritionorgdataloss200608dominion01html,DL0323,,D,No,No,No
8252006,Sovereign Bank,US,Biz,Fin,Stolen Laptop,,,Outside,No,,,httpattritionorgdataloss200608sovereign01html,DL0324,,SOV,Unknown,Unknown,Unknown
8252006,Verizon Wireless,US,Biz,Tech,Email,NAA,,Inside  Accidental,No,,5000,httpattritionorgdataloss200608verizon01html,DL0325,,VZ,Unknown,Unknown,Unknown
8262006,PortTix,US,Biz,Retail,Hack,CCN,,Outside,No,,2000,httpattritionorgdataloss200608porttix01html,DL0326,,No,Unknown,Unknown,Unknown
8262006,University of South Carolina,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,6000,httpattritionorgdataloss200608usc01html,DL0327,,No,Unknown,Unknown,Unknown
8272006,New Mexico Administrative Office of the Courts,US,Gov,State,Web,SSN,NAA,Inside  Accidental,No,,1500,httpattritionorgdataloss200608nmaoc01html,DL0328,,No,Unknown,Unknown,Unknown
8292006,ATT,US,Biz,Ind,Hack,CCN,,Outside,No,,19000,httpattritionorgdataloss200608att01html,DL0329,,T,Unknown,Unknown,Unknown
8292006,Compass Health,US,Med,Hos,Stolen Laptop,SSN,,Outside,No,,8000,httpattritionorgdataloss200608compass01html,DL0330,,No,Unknown,Unknown,Unknown
8292006,United States Department of Education,US,Gov,Fed,Stolen Laptop,SSN,,Outside,No,,43,httpattritionorgdataloss200608usdoe02html,DL0331,,No,Unknown,Unknown,Unknown
8292006,Valley Baptist Medical Center,US,Med,Hos,Web,SSN,NAA,Inside  Accidental,No,,73,httpattritionorgdataloss200608valley01html,DL0332,,No,Unknown,Unknown,Unknown
8312006,LabCorp,US,Biz,Med,Stolen Computer,SSN,NAA,Outside,No,,,httpattritionorgdataloss200608labcorp01html,DL0333,,LH,Unknown,Unknown,Unknown
8312006,Dominos Pizza,CA,Biz,Retail,Disposal  Documents,CCN,NAA,Inside  Accidental,No,,,httpattritionorgdataloss200608dominos01html,DL0334,,DPZ,Unknown,Unknown,Unknown
912006,Virginia Commonwealth University,US,Edu,Uni,Web,SSN,NAA,Inside  Accidental,No,,2100,httpattritionorgdataloss200609vcu01html,DL0335,,No,Unknown,Unknown,Unknown
912006,City of Chicago,US,Gov,City,Stolen Laptop,SSN,NAA,Outside,Yes,Nationwide Retirement Solutions,38443,httpattritionorgdataloss200609chicago01html,DL0336,,No,Unknown,Unknown,Unknown
912006,Wells Fargo,US,Biz,Fin,Stolen Laptop,SSN,NAA,Outside,Yes,,,httpattritionorgdataloss200609wells01html,DL0337,,WFC,Unknown,Unknown,Unknown
962006,Transportation Security Administration,US,Gov,Fed,Snail Mail,SSN,DOB,Inside  Accidental,Yes,,1195,httpattritionorgdataloss200609tsa01html,DL0338,,No,Unknown,Unknown,Unknown
972006,Chase Card Services,US,Biz,Fin,Disposal  Tapes,SSN,,Inside  Accidental,No,,2500000,httpattritionorgdataloss200609chase01html,DL0339,,JPM,Unknown,Unknown,Unknown
972006,Florida National Guard,US,Gov,State,Stolen Laptop,SSN,,Outside,No,,100,httpattritionorgdataloss200609fng01html,DL0340,,No,Unknown,Unknown,Unknown
982006,BMO Bank of Montreal,CA,Biz,Fin,Stolen Laptop,,,Outside,No,,900,httpattritionorgdataloss200609bmo01html,DL0341,,BMO,No,No,No
982006,Linden Lab  Second Life,US,Biz,Tech,Hack,NAA,FIN,Outside,No,,648420,httpattritionorgdataloss200609secondlife01html,DL0342,,No,No,No,No
982006,University of Minnesota,US,Edu,Uni,Stolen Computer,SSN,NAA,Outside,No,,13084,httpattritionorgdataloss200609uminn01html,DL0343,,No,No,No,No
982006,Cleveland Clinic,US,Med,Hos,Fraud  SE,SSN,MED,Inside  Malicious,No,,1130,httpattritionorgdataloss200609cleveland01html,DL0344,,No,Yes,No,Yes
9112006,Telesource,US,Biz,Ind,Disposal  Documents,SSN,NAA,Inside  Accidental,No,,,httpattritionorgdataloss200609telesource01html,DL0345,,TSCIPK,Yes,No,No
9122006,City of Paris Kentucky,US,Gov,City,Lost Media,SSN,NAA,Inside  Accidental,No,,100,httpattritionorgdataloss200609paris01html,DL0426,,No,No,No,No
9132006,American Family Insurance,US,Biz,Fin,Stolen Laptop,SSN,,Outside,No,,2000,httpattritionorgdataloss200609afi01html,DL0347,,TMK,No,No,No
9142006,Nikon Inc,US,Biz,Tech,Web,CCN,NAA,Inside  Accidental,No,,3235,httpattritionorgdataloss200609nikon01html,DL0348,,NINOFPK,No,No,No
9142006,Illinois Department of Corrections,US,Gov,State,Disposal  Documents,SSN,NAA,Inside  Accidental,No,,16500,httpattritionorgdataloss200609idoc01html,DL0349,,No,No,No,No
9152006,Mercy Medical Center Merced,US,Med,Hos,Lost Media,SSN,NAA,Inside  Accidental,No,,295,httpattritionorgdataloss200609mmc01html,DL0350,,No,No,No,No
9152006,University of Texas at San Antonio,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,64000,httpattritionorgdataloss200609utsa01html,DL0351,,No,No,No,No
9152006,Berks County Pennsylvania,US,Gov,County,Web,SSN,NAA,Inside  Accidental,No,,25000,httpattritionorgdataloss200609berks01html,DL0361,,No,No,No,No
9152006,Scotland Post Office Royal Bank of Scotland,GB,Gov,Country,Disposal  Documents,SSN,ACC,Inside  Accidental,No,,,httpattritionorgdataloss200609rbs01html,DL0362,,No,No,No,No
9162006,Howard Rice,US,Biz,Fin,Stolen Laptop,SSN,NAA,Outside,Yes,Morris Davis Chan,500,httpattritionorgdataloss200609rice01html,DL0352,,No,No,No,No
9162006,Michigan Department of Community Health,US,Gov,State,Lost Media,SSN,NAA,Outside,No,,4000,httpattritionorgdataloss200609mdch01html,DL0356,,No,No,No,No
9172006,Direct Loan,US,Biz,Fin,Web,SSN,,Inside  Accidental,No,,21000,httpattritionorgdataloss200609direct01html,DL0354,,No,No,No,No
9172006,Whistle Junction,US,Biz,Retail,Disposal  Documents,SSN,,Inside  Accidental,No,,,httpattritionorgdataloss200609whistlejunction01html,DL0355,,No,No,No,No
9182006,DePaul Medical Center,US,Med,Hos,Stolen Computer,,,Outside,No,,100,httpattritionorgdataloss200609depaul01html,DL0357,,No,No,No,No
9192006,Life Is Good,US,Biz,Retail,Hack,CCN,,Outside,No,,9250,httpattritionorgdataloss200609lifeisgood01html,DL0358,,No,No,No,No
9202006,Berry College,US,Edu,Uni,Lost Documents,SSN,NAA,Inside  Accidental,No,,2093,httpattritionorgdataloss200609berry01html,DL0359,,No,No,No,No
9202006,City of Savannah,US,Gov,City,Web,SSN,NAA,Inside  Accidental,No,,8800,httpattritionorgdataloss200609savannah01html,DL0360,,No,No,No,No
9212006,Pima County Health Department,US,Gov,County,Fraud  SE,NAA,DOB,Outside,No,,2500,httpattritionorgdataloss200609pchd01html,DL0363,,No,No,No,No
9222006,University of Colorado at Boulder,US,Edu,Uni,Stolen Computer,SSN,NAA,Outside,No,,1372,httpattritionorgdataloss200609ucb01html,DL0364,,No,No,No,No
9222006,Purdue University,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,2482,httpattritionorgdataloss200609purdue01html,DL0365,,No,No,No,No
9232006,Allstate Canada Inc,CA,Biz,Ins,Fraud  SE,,,Outside,No,,70,httpattritionorgdataloss200609allstate01html,DL0366,,No,No,No,No
9232006,Erlanger Hospital,US,Med,Hos,Lost Media,SSN,NAA,Inside  Accidental,No,,4150,httpattritionorgdataloss200609erlanger01html,DL0367,,No,No,No,No
9242006,Nagasaki University Hospital of Medicine and Dentistry,JP,Med,Hos,Stolen Laptop,NAA,MED,Outside,No,,9000,httpattritionorgdataloss200609nagasaki01html,DL0368,,No,No,No,No
9252006,General Electric,US,Biz,Ind,Stolen Laptop,SSN,NAA,Outside,No,,50000,httpattritionorgdataloss200609ge01html,DL0369,,GE,No,Yes,No
9272006,America Online,US,Biz,Tech,Web,CCN,ACC,Outside,No,,,httpattritionorgdataloss200609aol01html,DL0370,,TWX,No,No,Yes
9282006,North Carolina Department of Motor Vehicles,US,Gov,State,Stolen computer,SSN,NAA,Outside,No,,16000,httpattritionorgdataloss200609ncdmv01html,DL0371,,No,No,No,No
9292006,State of Kentucky,US,Gov,State,Snail Mail,SSN,NAA,Inside  Accidental,Yes,Bluegrass Mailing,146000,httpattritionorgdataloss200609kentucky01html,DL0373,,No,No,No,No
9292006,University of Iowa,US,Edu,Uni,Hack,SSN,,Outside,No,,14500,httpattritionorgdataloss200609ui01html,DL0390,,No,No,No,No
1022006,SeattleTacoma International Airport,US,Gov,Fed,Lost Media,SSN,NAA,Inside  Accidental,No,,6939,httpattritionorgdataloss200610seattle01html,DL0391,,No,No,No,No
1032006,Cumberland County Pennsylvania,US,Gov,County,Web,SSN,,Inside  Accidental,No,,1200,httpattritionorgdataloss200610cumberland01html,DL0396,,No,No,No,No
1052006,Statistics Canada,CA,Gov,Fed,Disposal  Documents,NAA,FIN,Inside  Accidental,No,,75,httpattritionorgdataloss200610edmonton01html,DL0404,,No,Yes,No,No
1052006,Capistrano Unified School District,US,Edu,City,Stolen Computers,SSN,NAA,Outside,No,,,httpattritionorgdataloss200610cusd01html,DL0406,,No,No,No,No
1062006,Cleveland Air Route Traffic Control Center,US,Gov,Fed,Stolen Disk Drive,SSN,NAA,Outside,No,,400,httpattritionorgdataloss200610clevatc01html,DL0405,,No,No,No,No
1062006,Camp Pendleton Marine Corps Base,US,Gov,Fed,Stolen Laptop,,,Outside,No,,2400,httpattritionorgdataloss200610pendleton01html,DL0414,,No,No,No,No
1092006,Troy Athens High School,US,Edu,HS,Stolen Disk Drive,SSN,NAA,Outside,No,,,httpattritionorgdataloss200610troy01html,DL0415,,No,No,No,No
10112006,Florida Department of Labor,US,Gov,State,Web,SSN,NAA,Inside  Accidental,No,,4624,httpattritionorgdataloss200610fdol01html,DL0416,,No,No,No,No
10112006,Adams State College,US,Edu,Uni,Stolen Laptop,,,Outside,No,,184,httpattritionorgdataloss200610adams01html,DL0417,,No,No,No,No
10122006,Brock University,CA,Edu,Uni,Hack,NAA,DOB,Outside,No,,70000,httpattritionorgdataloss200610brock01html,DL0418,,No,No,No,No
10122006,University of Texas at Arlington,US,Edu,Uni,Stolen Computers,SSN,NAA,Outside,No,,2500,httpattritionorgdataloss200610uta01html,DL0419,,No,No,No,No
10132006,Ohio Ethics Commission,US,Gov,State,Disposal  Documents,SSN,FIN,Inside  Accidental,No,,,httpattritionorgdataloss200610oec01html,DL0420,,No,Partial,No,No
10172006,City of Visalia California,US,Gov,City,Disposal  Documents,SSN,,Inside  Accidental,No,,200,httpattritionorgdataloss200610visalia01html,DL0431,,No,Partial,No,No
10182006,Germanton Elementary School,US,Edu,Elem,Stolen Computer,SSN,,Outside,No,,,httpattritionorgdataloss200610germanton01html,DL0432,,No,No,No,No
10202006,TMobile,US,Biz,Tech,Lost Laptop,SSN,NAA,Outside,No,,43000,httpattritionorgdataloss200610tmobile01html,DL0433,,No,No,No,No
10202006,Allina Hospitals and Clinics,US,Med,Hos,Stolen Laptop,SSN,NAA,Outside,No,,33000,httpattritionorgdataloss200610allina01html,DL0434,,No,No,No,No
10232006,St Francis Hospital,US,Med,Hos,Lost Media,SSN,NAA,Outside,Yes,Advanced Receivable Strategy,260000,httpattritionorgdataloss200610stfrancis01html,DL0441,,No,No,Yes,No
10242006,Chicago Board of Election,US,Gov,City,Web,SSN,DOB,Outside,No,,780000,httpattritionorgdataloss200610cboe01html,DL0442,,No,No,No,No
10252006,Swedish Medical Center,US,Med,Hos,Fraud  SE,SSN,NAA,Inside  Malicious,No,,1100,httpattritionorgdataloss200610smc01html,DL0443,,No,No,No,No
